Key,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Release Date
6366,"Comedy, Crime","Action Comedies,Police Action & Adventure,Comedies,Action & Adventure,Police Movies,Crime Action & Adventure,Late Night Comedies,Crime Comedies,Crime Films",English,Movie,2.4,R,6.9,28.0,44.0,1989-05-12
6368,"Action, Adventure, Crime, Drama, Sci-Fi, Thriller","Thrillers,Teen Sci-Fi,Dramas,Sci-Fi Thrillers,Sci-Fi Dramas,Sci-Fi & Fantasy,Teen Movies",English,Movie,4.0,TV-MA,5.2,95.0,74.0,2019-05-17
6369,"Comedy, Fantasy, Horror, Thriller","Horror Films,Slasher and Serial Killer Films,Supernatural Horror Films,Cult Horror Films,US Movies,Cult Films","English, Japanese",Movie,2.1,R,4.8,34.0,46.0,2004-11-12
6370,Documentary,"Documentaries,Social & Cultural Documentaries",English,Movie,8.4,TV-14,6.9,100.0,68.0,2018-02-09
6376,"Biography, Drama, Music","Dramas,Biographical Dramas,Dramas based on real life,Dramas,Biographical Dramas,Dramas based on real life,Films Based on Real Life,Showbiz Dramas,US Movies,Music & Musicals,Tearjerkers","English, Spanish",Movie,3.3,PG,6.8,65.0,67.0,1997-03-21
6379,"Biography, Drama, History","Dramas,Biographical Dramas,Dramas based on real life,Films Based on Real Life,Social Issue Dramas",English,Movie,4.2,PG-13,7.5,99.0,80.0,2015-01-09
6381,"Comedy, Sport",Comedies,English,Movie,2.1,R,5.8,22.0,47.0,2008-02-29
6382,"Documentary, Biography, Sport","Sports Documentaries,Sports & Fitness,British Films,Biographical Documentaries,Sports Films,Documentaries,Documentary Films","English, Portuguese, French, Japanese",Movie,4.3,PG-13,8.5,93.0,79.0,2011-05-25
6384,"Drama, Romance","Dramas,Dramas based on a book,Dramas based on classic literature,Romantic Dramas,Romantic Favourites,Period Pieces,Romantic Films,British Dramas,Social Issue Dramas,Films Based on Books,Romantic British Films,British Films,British Period Pieces,Critically Acclaimed Films,Critically Acclaimed Dramas,Oscar-Winning Films,Modern Classics,Golden Globe Award-Winning Films,Historical Dramas","English, French",Movie,4.3,PG,7.6,97.0,84.0,1996-01-26
6388,"Comedy, Drama, Music, Romance","Comedies,Dramas,International Films,Romantic Films,Romantic Comedies,Romantic Dramas,Dramas based on real life","English, Korean, German",Movie,7.8,TV-MA,7.0,75.0,63.0,2017-12-15
6393,"Drama, History, Romance","Dramas,Romantic Dramas,Dramas based on a book,Romantic Films,Films Based on Books,Period Pieces,Romantic Favourites",English,Movie,1.8,R,5.4,16.0,36.0,2015-02-26
6394,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Films","English, French",Movie,3.0,PG-13,6.9,58.0,52.0,2001-10-05
6395,"Drama, Mystery, Thriller","US Movies,Crime Thrillers,Thrillers,Crime Movies","English, French",Movie,1.9,R,5.4,20.0,37.0,2019-01-25
6396,"Action, Adventure, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action & Adventure,Adventures,Sci-Fi Adventure,Futuristic Sci-Fi,US Movies","English, Mandarin",Movie,3.9,PG-13,7.8,82.0,74.0,2005-09-30
6402,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Movies",English,Movie,3.6,TV-14,6.5,92.0,62.0,2018-06-15
6408,"Crime, Drama, Mystery, Thriller","Police Mysteries,Thrillers,Film Noir,Police Thrillers,Police Movies,Crime Thrillers,Mysteries,Psychological Thrillers,Crime Films,US Movies",English,Movie,3.9,R,8.6,83.0,65.0,1995-09-22
6409,Drama,"Dramas,Romantic Dramas,Tearjerkers,Romantic Films,Romantic Favorites,Award-winning Dramas","English, Spanish",Movie,2.3,PG-13,7.6,27.0,36.0,2008-12-19
6410,"Comedy, Crime","Gangster Films,Action Comedies,Police Action & Adventure,Comedies,Action & Adventure,Police Movies,Crime Action & Adventure,Dark Comedies,British Comedies,British Action & Adventure,Crime Comedies,Crime Films,British Crime Films,British Films","English, Vietnamese",Movie,3.7,R,7.2,83.0,66.0,2012-10-12
6415,"Adventure, Biography, Drama, History, War","Dramas,20th Century Period Pieces,Faith & Spirituality,Biographical Dramas,Faith & Spirituality Films,Adventures,Action & Adventure,Dramas based on real life,Movies Based on Real Life,US Movies,Historical Dramas","English, German, Mandarin, Tibetan, Hindi",Movie,3.1,PG-13,7.1,60.0,55.0,1997-10-10
6417,"Action, Adventure, Fantasy","Sci-Fi & Fantasy,Adventures,Fantasy,Action & Adventure,Action Sci-Fi & Fantasy,Films Based on Books",English,Movie,1.6,PG-13,5.5,12.0,30.0,2015-02-06
6418,"Comedy, Drama, Romance","Romantic Favourites,Romantic Comedies,Comedies,Romantic Films,Films Based on Books,US Movies","English, Arabic",Movie,1.5,R,4.5,16.0,27.0,2010-05-27
6419,"Comedy, Drama, Romance","Steamy Romantic Films,Romantic Favourites,Romantic Comedies,Comedies,Romantic Films,Romantic Dramas,Dramas,Films Based on Books,Steamy Romance",English,Movie,2.6,R,5.6,49.0,53.0,2008-05-30
6420,"Comedy, Romance","Comedies,Late Night Comedies,Teen Movies,Movies Based on Books",English,Movie,2.7,R,6.5,46.0,49.0,2008-10-17
6422,"Comedy, Romance","Comedies,Late Night Comedies","English, Ukrainian",Movie,1.7,R,5.1,16.0,36.0,2014-07-18
6424,Drama,"Independent Dramas,Dramas,Independent Films,Classic Dramas,Classic Movies",English,Movie,4.2,R,7.2,96.0,86.0,1989-09-22
6425,"Animation, Adventure, Family, History, War","Movies based on real life,Biographical Movies,Children & Family Movies,US Movies,Animal Tales","English, French, German",Movie,7.6,PG,6.9,89.0,58.0,2018-04-13
6426,"Action, Adventure, Drama, Fantasy, History, War","Movies Based on Books,International Dramas,Chinese Movies,Military Dramas,Asian Action Movies,Martial Arts Movies,Military Action & Adventure,Dramas,Action & Adventure,International Action & Adventure,Period Pieces",Mandarin,Movie,4.1,Not Rated,7.0,94.0,81.0,2018-09-30
6429,"Action, Comedy, Crime","Comedies,Action & Adventure,Crime Comedies,Crime Action & Adventure,Action Thrillers,Action Comedies,Crime Movies,US Movies,Action Movies",English,Movie,2.3,R,6.4,33.0,40.0,2019-06-14
6430,"Action, Crime, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Police Action & Adventure,Police Movies,Crime Films,US Movies","English, German, Spanish",Movie,2.9,R,5.9,67.0,50.0,2000-06-16
6432,"Comedy, Drama, Music, Romance","Japanese Films,Dramas,Romantic Dramas,International Dramas,Romantic Favourites,International Movies,Romantic Comedies,International Comedies,Comedies,Romantic Films",Japanese,Movie,3.9,PG,7.6,91.0,68.0,1997-07-11
6433,"Comedy, Drama, Fantasy, Romance","Romantic Comedies,Comedies,Romantic Films,Romantic Favorites,Comedy Blockbusters,US Movies",English,Movie,2.6,PG-13,5.9,49.0,48.0,2001-11-09
6434,Drama,"Independent Dramas,Dramas,Independent Films,British Movies",English,Movie,3.7,NC-17,7.2,79.0,72.0,2012-01-13
6438,"Action, Drama","International Movies,Action Thrillers,Chinese Films,International Action & Adventure,Asian Movies,Martial Arts Films,Action & Adventure,Hong Kong Movies","Mandarin, Cantonese",Movie,3.3,R,6.9,74.0,53.0,2011-01-27
6440,"Animation, Adventure, Comedy, Family, Fantasy","Family Features,Animal Tales,Family Feature Animation,Family Comedies,Family Adventures,Children & Family Films,Films for ages 8 to 10,Comedies",English,Movie,2.4,PG,6.0,36.0,48.0,2004-10-01
6443,"Comedy, Horror","Horror Films,International Movies,British Films,Comedies,Gory Horror Movies,Horror Comedies",English,Movie,4.1,R,7.9,92.0,76.0,2004-09-24
6445,"Animation, Adventure, Comedy, Family, Fantasy","Family Adventures,Family Features,Family Comedies,Children & Family Films,Comedies,Animal Tales,British Films,Family Feature Animation","None, English",Movie,4.2,PG,7.3,99.0,81.0,2015-08-05
6449,"Action, Adventure, Comedy, Fantasy","Action Comedies,Family Comedies,Action & Adventure,Comedies,Children & Family Movies,Family Features","English, Spanish",Movie,3.9,PG-13,7.0,90.0,71.0,2019-04-05
6455,Drama,"Dramas,Middle Eastern Movies,Egyptian Movies",Arabic,Movie,7.2,Not Rated,7.0,75.0,63.0,2017-10-04
6461,"Action, Adventure, Mystery","Award-winning Movies,Action Thrillers,Action Comedies,Comedies,Golden Globe Award-winning Films,Action & Adventure,Movies Based on Books,Crime Action & Adventure,Mysteries,Action Movies,Crime Films,Blockbuster Action & Adventure,US Movies,Crime Action","English, French",Movie,3.4,PG-13,7.6,69.0,57.0,2009-12-25
6462,"Action, Adventure, Mystery","Action,Action Thrillers,Blockbuster Movies,Comedies,Action & Adventure,Crime Action & Adventure,Action Comedies,Mysteries,Movies Based on Books,Crime Comedies,Crime Films,Blockbuster Action & Adventure,US Movies,Crime Action","English, French, Italian, German, Romany",Movie,3.0,PG-13,7.5,59.0,48.0,2011-12-16
6465,"Comedy, Romance","Comedies,Teen Comedies,Romantic Films,Romantic Comedies,Teen Movies",English,Movie,2.5,PG-13,5.9,40.0,51.0,1999-01-29
6467,"Comedy, Drama","Romantic Movies,Romantic Comedies,Comedies,Independent Movies,Romantic Independent Movies,Independent Comedies,Dark Comedies,US Movies",English,Movie,2.5,R,6.1,44.0,45.0,2015-08-21
6469,"Comedy, Romance","Comedies,Independent Films,Romantic Comedies,Independent Comedies,Romantic Independent Films,Romantic Films",English,Movie,4.0,R,6.8,91.0,79.0,1986-08-08
6470,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Films,Late Night Comedies,Romantic Favorites,Raunchy Comedies,Buddy Comedies,US Movies","English, Ukrainian",Movie,2.8,R,6.4,58.0,46.0,2010-03-12
6471,"Comedy, Romance, Sport","Romantic Comedies,Comedies,Romantic Films,Teen Movies",English,Movie,2.5,PG-13,6.3,43.0,45.0,2006-03-17
6483,"Action, Crime, Drama","Crime Films,Crime Dramas,Dramas,Asian Action Films,Chinese Films,Action Thrillers,Action & Adventure,Gangster Films,Crime Action & Adventure,International Movies,Hong Kong Films,International Action & Adventure,International Dramas","Mandarin, Japanese, Cantonese, English, Min Nan, Hokkien",Movie,3.2,R,7.0,60.0,63.0,2009-04-02
6484,Documentary,"Documentaries,Biographical Documentaries,Award-winning Movies,Critically-acclaimed Documentaries",English,Movie,7.1,TV-14,7.4,100.0,88.0,2018-10-26
6487,"Horror, Sci-Fi","Sci-Fi & Fantasy,Horror Movies,Canadian Movies,Sci-Fi","English, French",Movie,3.4,R,6.4,85.0,58.0,1976-07-06
6490,"Action, Thriller","Action Thrillers,Police Action & Adventure,Action & Adventure,Crime Action & Adventure,Police Movies","English, Italian",Movie,3.0,R,6.7,67.0,49.0,2007-09-07
6492,"Action, Drama, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Mysteries,Crime Films,Films Based on Books,Action,Crime Action",English,Movie,2.9,R,7.2,47.0,53.0,2007-03-23
6496,"Adventure, Comedy, Family, Fantasy, Horror, Romance, Sci-Fi","Family Comedies,Family Sci-Fi & Fantasy,Family Adventures,Children & Family Films,Films for ages 8 to 10,Comedies",English,Movie,4.0,PG,4.7,47.0,53.0,2009-08-21
6497,"Crime, Drama, Thriller","Crime Thrillers,Crime Dramas,Dramas,Thrillers,Crime Movies,Police Thrillers,Police Movies,Police Dramas",English,Movie,3.3,R,7.3,69.0,59.0,2017-08-18
6499,"Animation, Adventure, Comedy, Family, Fantasy, Romance","Family Features,Family Feature Animation,Family Comedies,Family Sci-Fi & Fantasy,Family Adventures,Children & Family Films,Films for ages 8 to 10,Films based on childrens books,Films for ages 5 to 7,Comedies,Movies Based on Books",English,Movie,3.0,PG,6.3,58.0,58.0,2010-05-21
6501,"Animation, Adventure, Comedy, Family, Fantasy","Family Features,Family Feature Animation,Family Comedies,Family Sci-Fi & Fantasy,Family Adventures,Children & Family Films,Films for ages 8 to 10,Films based on childrens books,Films for ages 5 to 7,Comedies,Movies Based on Books",English,Movie,2.7,PG,6.1,42.0,58.0,2007-05-18
6505,"Drama, Horror, Mystery, Thriller","Dramas,Psychological Thrillers,Thrillers",English,Movie,1.3,PG-13,4.8,7.0,25.0,2016-11-11
6507,"Mystery, Thriller","Police Mysteries,20th Century Period Pieces,Thrillers,Film Noir,Police Thrillers,Police Movies,Crime Thrillers,Mysteries,Psychological Thrillers,Movies Based on Books,Crime Films","English, German",Movie,3.5,R,8.2,68.0,63.0,2010-02-19
6511,"Crime, Romance, Thriller","Thrillers,Crime Movies,Crime Thrillers,Gangster Films","English, Russian",Movie,1.5,R,4.3,12.0,34.0,2018-07-13
6512,"Action, Crime, Drama, Mystery, Thriller","Gangster Movies,Action Thrillers,Police Movies,Dramas,Police Action & Adventure,Crime Dramas,Police Dramas,Action & Adventure,Crime Action & Adventure,Crime Films,US Movies","English, Spanish",Movie,4.2,R,7.6,92.0,82.0,2015-10-02
6513,"Action, Adventure, Crime, Drama, Mystery, Thriller","Dramas,Crime Dramas,Crime Action & Adventure,Action Thrillers,Action & Adventure,Crime Movies,US Movies","English, Spanish, American Sign Language, Arabic, Somali",Movie,3.2,R,7.1,63.0,61.0,2018-06-29
6515,"Crime, Drama, Mystery, Thriller","Thrillers,Crime Thrillers,Mysteries,Psychological Thrillers,Dramas,Crime Movies,Crime Dramas","English, French",Movie,3.8,R,7.1,81.0,75.0,2013-02-08
6516,"Comedy, Drama, Romance","Independent Dramas,Romantic Dramas,Dramas,Independent Films,Award-winning Movies,Academy Award-Winning Films,BAFTA Award-Winning Films,Romantic Comedies,Independent Comedies,Dramas based on a book,Comedies,Golden Globe Award-winning Films,Romantic Films,Dark Comedies,Movies Based on Books,Romantic Favorites,US Movies","English, Armenian, French",Movie,4.4,R,7.5,97.0,94.0,2005-01-21
6518,"Comedy, Drama, Romance","Romantic Movies,Romantic Comedies,Comedies",English,Movie,3.0,PG-13,5.8,61.0,60.0,2018-09-07
6521,"Drama, History","Dramas,Dramas based on contemporary literature,Dramas based on a book,Movies Based on Books,Period Pieces,Historical Dramas","English, Japanese, Latin",Movie,3.9,R,7.2,83.0,79.0,2017-01-13
6522,"Crime, Drama, Thriller","Crime Films,Thrillers,Award-winning Movies,Academy Award-Winning Films,BAFTA Award-Winning Films,Golden Globe Award-winning Films,Crime Thrillers,Films Based on Books,Classic Films,Classic Thrillers,Horror Films,Mysteries,Classic Horror Films","English, Latin",Movie,4.5,R,8.6,96.0,85.0,1991-02-14
6524,"Action, Adventure, Fantasy, Horror, Mystery","Horror Films,Mysteries,Supernatural Horror Movies",English,Movie,2.1,R,6.5,31.0,31.0,2006-04-21
6525,"Fantasy, Horror","Horror Films,Supernatural Horror Films,Teen Screams,Gory Horror Movies,Mysteries",English,Movie,1.3,R,5.0,10.0,16.0,2012-10-26
6526,"Comedy, Horror, Mystery, Thriller","Social Issue Dramas,Dramas,Polish Movies,Polish Dramas",English,Movie,4.0,R,5.2,64.0,53.0,2012-12-04
6531,"Comedy, Drama, Romance","Independent Dramas,Romantic Dramas,Dramas,Independent Films,Award-winning Movies,Academy Award-Winning Films,BAFTA Award-Winning Films,Romantic Comedies,Independent Comedies,Dramas based on a book,Comedies,Golden Globe Award-winning Films,Romantic Films,Movies Based on Books,Romantic Independent Movies,Romantic Favorites,US Movies",English,Movie,4.2,R,7.7,92.0,81.0,2012-12-25
6533,"Action, Crime, Drama, Romance, Western","Crime Action & Adventure,Action & Adventure,Crime Movies,Westerns,Action,Classic Films,Classic Action & Adventure,Classic Westerns,US Movies",English,Movie,3.5,PG-13,7.2,76.0,64.0,1985-07-10
6534,"Drama, Thriller","Independent Dramas,Dramas,Thrillers,Independent Films,Steamy Thrillers,Psychological Thrillers,Independent Thrillers","English, French",Movie,6.2,Not Rated,6.4,77.0,63.0,2013-04-12
6535,"Crime, Thriller","African Movies,Psychological Thrillers,Thriller Movies,Mysteries,International Thrillers,Steamy Thrillers,Steamy Thrillers",English,Movie,3.9,R,8.0,77.0,74.0,2005-04-01
6536,"Action, Crime, Thriller","Action Thrillers,Film Noir,Action & Adventure,Crime Action & Adventure,Crime Movies,Crime Action,US Movies",English,Movie,2.6,R,6.5,43.0,46.0,2014-08-22
6540,"Animation, Comedy, Family, Musical","Films for ages 2 to 4,Films for ages 5 to 7,Children & Family Films,Family Comedies,Wacky Comedies,Family Feature Animation,Films for ages 8 to 10,Comedies,Family Features,Musicals,Kids Music,Music & Musicals,US Movies","English, Japanese, Ukrainian",Movie,3.4,PG,7.1,72.0,59.0,2016-12-21
6541,"Comedy, Drama, Music, Romance","Music & Musicals,Musicals,Dramas,Irish Movies","English, French, Latin",Movie,4.2,PG-13,7.9,95.0,79.0,2016-03-17
6542,"Animation, Comedy, Family, Musical","Anime Based on Comics,Anime Series,Romance Anime,Drama Anime","English, Japanese, Ukrainian",Series,3.4,PG,7.1,72.0,59.0,2016-12-21
6546,"Drama, Thriller","Crime Thrillers,Crime Movies,Psychological Thrillers,Thrillers,Films Based on Books,US Movies",English,Movie,3.0,R,6.4,53.0,63.0,1992-08-14
6549,"Horror, Mystery, Thriller","Horror Films,Slasher and Serial Killer Films,Supernatural Horror Films,Mysteries,US Movies,Chilling Horror Films",English,Movie,3.1,R,6.8,63.0,53.0,2012-10-12
6550,"Horror, Mystery, Thriller","Horror Films,Supernatural Horror Films,Chilling Horror Films,US Movies",English,Movie,1.7,R,5.3,15.0,32.0,2015-08-21
6559,Comedy,"Comedies,Late Night Comedies",English,Movie,3.0,R,6.0,60.0,58.0,2015-12-18
6560,Documentary,"Comedies,Turkish Movies",English,Movie,8.7,Not Rated,7.2,92.0,71.0,2006-08-11
6568,"Biography, Drama","Independent Dramas,Dramas,20th Century Period Pieces,Independent Films,Critically-acclaimed Independent Films,International Movies,Critically-acclaimed Films,British Films,Biographical Dramas,Critically-acclaimed Dramas,Social Issue Dramas,Dramas based on real life,Films Based on Real Life","English, Zulu",Movie,7.0,PG-13,6.9,84.0,62.0,2009-07-24
6571,"Action, Adventure, Comedy, Crime, Thriller","Crime Comedies,Comedies,Action Comedies,Crime Action & Adventure,Action & Adventure,Martial Arts Films,Crime Films,Slapstick Comedies,Gangster Films,Action Movies","Mandarin, English, Mongolian",Movie,2.4,PG-13,5.7,38.0,50.0,2016-09-02
6577,"Action, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Action & Adventure,Sci-Fi,Action Movies,Alien Sci-Fi",English,Movie,1.4,PG-13,4.4,16.0,26.0,2010-11-12
6579,"Action, Adventure, Thriller","Action & Adventure,Action Thrillers,Blockbuster Action & Adventure,US Movies","English, Cantonese, Mandarin",Movie,2.6,PG-13,5.8,48.0,51.0,2018-07-13
6583,"Action, Comedy, Fantasy, Horror, Thriller","Teen Movies,Teen Screams,Horror Movies,Comedies,Dark Comedies,Horror Comedies,British Movies,Creature Features,Monster Films,British Comedies,British Horror Films",English,Movie,2.2,R,5.3,38.0,39.0,2019-05-17
6585,"Comedy, Sci-Fi",Thriller Movies,"English, Yiddish",Movie,4.2,PG,7.2,100.0,77.0,1973-12-17
6586,"Comedy, Drama, Romance","Comedies,Independent Movies,Steamy Romantic Movies,Independent Comedies,Romantic Movies,Romantic Comedies,Romantic Independent Movies,US Movies,Romantic Dramas,Dramas",English,Movie,3.2,R,6.5,64.0,64.0,2015-08-12
6587,"Drama, Thriller","Thrillers,Psychological Thrillers,Movies Based on Books,Crime Thrillers,US Movies",English,Movie,2.2,R,6.3,20.0,48.0,1991-02-08
6589,"Action, Crime, Thriller","Action & Adventure,Action Thrillers,Crime Action & Adventure,Gangster Movies,Crime Movies,Crime Action,US Movies,Police Action & Adventure,Police Movies",English,Movie,1.9,R,5.6,25.0,34.0,2017-01-13
